title,price,sold,location,link,category_link,preprocessed_text
Pewarna Makanan Koepoe Koepoe Kupu LENGKAP 30ml,3.900,10RB+ Terjual,KOTA BEKASI,https://shopee.co.id/Pewarna-Makanan-Koepoe-Koepoe-Kupu-LENGKAP-30ml-i.146946052.9577466212?sp_atk=fde32881-e065-4f6e-afd0-1bd4196726c0&xptdk=fde32881-e065-4f6e-afd0-1bd4196726c0,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,warna makan koepoe koepoe kupu lengkap ml
"Sambal baby cumi,Teri Medan,bajak tongkol, cakalang ,Roa ,Teri pedas paling enakk!!!",15.900,10RB+ Terjual,KOTA SURABAYA,https://shopee.co.id/Sambal-baby-cumi-Teri-Medan-bajak-tongkol-cakalang-Roa-Teri-pedas-paling-enakk!!!-i.67486061.9674144609?sp_atk=b929e55f-4b4e-4be1-a8f2-497313037b19&xptdk=b929e55f-4b4e-4be1-a8f2-497313037b19,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,sambal baby cumiteri medanbajak tongkol cakalang roa teri pedas enakk
Trail Mix Safiya 250 Gram Premium | With Almond Mete Nut Seed Dried Fruit Makanan Sehat & Cemilan Diet,29.900,"2,3RB Terjual",KOTA JAKARTA BARAT,https://shopee.co.id/Trail-Mix-Safiya-250-Gram-Premium-With-Almond-Mete-Nut-Seed-Dried-Fruit-Makanan-Sehat-Cemilan-Diet-i.201821652.24950090609?sp_atk=5a28578e-7354-404f-b6da-250470e66ff7&xptdk=5a28578e-7354-404f-b6da-250470e66ff7,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,trail mix safiya gram premium with almond mete nut seed dried fruit makan sehat cemilan diet
minyakviola(VL900) (botol)isi12perkarton,151.000,"1,4RB Terjual",KAB. LAMONGAN,https://shopee.co.id/minyakviola(VL900)-(botol)isi12perkarton-i.200406459.23283978601?sp_atk=2a59e7b3-c24e-41b1-ab5b-c836436cad42&xptdk=2a59e7b3-c24e-41b1-ab5b-c836436cad42,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,minyakviolavl botolisiperkarton
sambal sachet cumi/roa/cakalang/paru/jengkol/tongkol/teri/bawang/terasi,3.250,10RB+ Terjual,KOTA TANGERANG,https://shopee.co.id/sambal-sachet-cumi-roa-cakalang-paru-jengkol-tongkol-teri-bawang-terasi-i.124186927.4164108836?sp_atk=5042092b-e6ba-4c7c-8db1-a5ef68bb58f2&xptdk=5042092b-e6ba-4c7c-8db1-a5ef68bb58f2,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,sambal sachet cumiroacakalangparujengkoltongkolteribawangterasi
COLATTA GLAZE Donat Topping 250gr BEST PRICE & QUALITY,16.505,10RB+ Terjual,KOTA SURABAYA,https://shopee.co.id/COLATTA-GLAZE-Donat-Topping-250gr-BEST-PRICE-QUALITY-i.10970573.7410152165?sp_atk=e28b5427-8d61-4d92-b29d-865847967662&xptdk=e28b5427-8d61-4d92-b29d-865847967662,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,colatta glaze donat topping gr best price quality
Sovia Minyak Goreng Pouch 2 L,35.300,10RB+ Terjual,KOTA BEKASI,https://shopee.co.id/Sovia-Minyak-Goreng-Pouch-2-L-i.65323877.2004425842?sp_atk=5168b24c-fc08-4ba7-ab36-dcd7a2b1973a&xptdk=5168b24c-fc08-4ba7-ab36-dcd7a2b1973a,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,sovia minyak goreng pouch l
Gula murah. gula pasir,11.000,"3,3RB Terjual",KAB. PASURUAN,https://shopee.co.id/Gula-murah.-gula-pasir-i.25377410.7336424542?sp_atk=a49294e3-dc0a-47b7-a039-7c70472fe3f5&xptdk=a49294e3-dc0a-47b7-a039-7c70472fe3f5,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,gula murah gula pasir
Eatsambel - Paket 2 Bebas Pilih (Set 2),69.000,10RB+ Terjual,KOTA JAKARTA BARAT,https://shopee.co.id/Eatsambel-Paket-2-Bebas-Pilih-(Set-2)-i.92396779.21585370580?sp_atk=33c0b07f-45d9-490f-a0ca-ce0d0063a4ae&xptdk=33c0b07f-45d9-490f-a0ca-ce0d0063a4ae,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,eatsambel paket bebas pilih set
Bagor / BAWANG GORENG BREBES ( A ),10.800,10RB+ Terjual,KOTA JAKARTA TIMUR,https://shopee.co.id/Bagor-BAWANG-GORENG-BREBES-(-A-)-i.243675320.3262939350?sp_atk=24741b57-828c-42c2-8dbc-57c0f5bffc4f&xptdk=24741b57-828c-42c2-8dbc-57c0f5bffc4f,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,bagor bawang goreng brebes a
Garam Himalaya Original Natural Pink Salt Premium Himalayan Salt asli Natural Himsalt Garam Merah,25.999,10RB+ Terjual,KOTA JAKARTA TIMUR,https://shopee.co.id/Garam-Himalaya-Original-Natural-Pink-Salt-Premium-Himalayan-Salt-asli-Natural-Himsalt-Garam-Merah-i.283686050.11404894662?sp_atk=281a0d61-4b4c-4fd9-ab40-f612de46054e&xptdk=281a0d61-4b4c-4fd9-ab40-f612de46054e,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,garam himalaya original natural pink salt premium himalayan salt asli natural himsalt garam merah
☘️MUMTAAZZTORE☘️ INDOFOOD Mi Instan Mie Sakura 60gr | PER 1 PCS,1.790,10RB+ Terjual,KOTA JAKARTA PUSAT,https://shopee.co.id/☘️MUMTAAZZTORE☘️-INDOFOOD-Mi-Instan-Mie-Sakura-60gr-PER-1-PCS-i.40571754.13901104274?sp_atk=13e25d12-bfdb-4a8d-a26c-40b25abc8831&xptdk=13e25d12-bfdb-4a8d-a26c-40b25abc8831,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,mumtaazztore indofood mi instan mie sakura gr pcs
EVOO (extra virgin olive oil) CASA DI OLIVA Casa di olivia for Kids mpasi Minyak Zaitun Minyak MPASI / BB Booster MPASI / CCO / VCO Lemak MPASI Minyak Bayi Lemak Tambahan Lemak Lemak Mpasi Lemak Bayi,68.900,10RB+ Terjual,KAB. TANGERANG,https://shopee.co.id/EVOO-(extra-virgin-olive-oil)-CASA-DI-OLIVA-Casa-di-olivia-for-Kids-mpasi-Minyak-Zaitun-Minyak-MPASI-BB-Booster-MPASI-CCO-VCO-Lemak-MPASI-Minyak-Bayi-Lemak-Tambahan-Lemak-Lemak-Mpasi-Lemak-Bayi-i.2938811.905298998?sp_atk=c44b744e-6d2f-4237-b066-4ab2f37af1d1&xptdk=c44b744e-6d2f-4237-b066-4ab2f37af1d1,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,evoo extra virgin olive oil casa oliva casa olivia for kids mpasi minyak zaitun minyak mpasi bb booster mpasi cco vco lemak mpasi minyak bayi lemak tambah lemak lemak mpasi lemak bayi
Jelly Nutrijell,5.400,10RB+ Terjual,KOTA SURABAYA,https://shopee.co.id/Jelly-Nutrijell-i.347563410.10807257279?sp_atk=b71cdde3-17cc-4d31-975e-67e72d747a07&xptdk=b71cdde3-17cc-4d31-975e-67e72d747a07,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,jelly nutrijell
Saus sambal Euro Gourmet 1kg / 500gr Saus Tomat Saus Extra Pedas,13.999,10RB+ Terjual,KOTA JAKARTA BARAT,https://shopee.co.id/Saus-sambal-Euro-Gourmet-1kg-500gr-Saus-Tomat-Saus-Extra-Pedas-i.10171806.3740822724?sp_atk=e56312dd-4f74-4f1f-9b1b-c8b7f83edfd4&xptdk=e56312dd-4f74-4f1f-9b1b-c8b7f83edfd4,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,saus sambal euro gourmet kg gr saus tomat saus extra pedas
<< Jenius >> Princess Pajangan Kue Topper Kue Dekorasi Pesta Anak Princess Belle Mermaid Elsa Frozen Snow White,8.888,10RB+ Terjual,KOTA JAKARTA BARAT,https://shopee.co.id/-Jenius-Princess-Pajangan-Kue-Topper-Kue-Dekorasi-Pesta-Anak-Princess-Belle-Mermaid-Elsa-Frozen-Snow-White-i.345333753.19549953318?sp_atk=a00a91e4-c4c1-4124-9bb7-11f2fe5b4c24&xptdk=a00a91e4-c4c1-4124-9bb7-11f2fe5b4c24,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,jenius princess pajang kue topper kue dekorasi pesta anak princess belle mermaid elsa frozen snow white
Jelly Nutrijell Ekonomis,2.525,10RB+ Terjual,KOTA SURABAYA,https://shopee.co.id/Jelly-Nutrijell-Ekonomis-i.347563410.8460241302?sp_atk=f5e8fd5c-c9f2-4ac5-8824-33d86d47daba&xptdk=f5e8fd5c-c9f2-4ac5-8824-33d86d47daba,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,jelly nutrijell ekonomis
Ladang Lima Tepung Bumbu Goreng Sehat Serba Guna No MSG 150gr - Ladang Lima,14.900,10RB+ Terjual,KAB. TANGERANG,https://shopee.co.id/Ladang-Lima-Tepung-Bumbu-Goreng-Sehat-Serba-Guna-No-MSG-150gr-Ladang-Lima-i.2938811.1332733855?sp_atk=0f42c282-32aa-4d1d-868e-392342555192&xptdk=0f42c282-32aa-4d1d-868e-392342555192,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,ladang tepung bumbu goreng sehat serba no msg gr ladang
McLewis Hot n Hot Chilli Sauce 1 kg,10.000,"2,6RB Terjual",KAB. BOGOR,https://shopee.co.id/McLewis-Hot-n-Hot-Chilli-Sauce-1-kg-i.176929340.22762123314?sp_atk=ce78dfd1-2b77-438e-a531-42a42b84800e&xptdk=ce78dfd1-2b77-438e-a531-42a42b84800e,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,mclewis hot n hot chilli sauce kg
HALAL MUI MINYAK CABAI 1 KG CHILI OIL EKONOMIS jumbo utk dimsum ramen lamien mie bakso baso aci nasgor nasi dll,60.970,10RB+ Terjual,KAB. KARAWANG,https://shopee.co.id/HALAL-MUI-MINYAK-CABAI-1-KG-CHILI-OIL-EKONOMIS-jumbo-utk-dimsum-ramen-lamien-mie-bakso-baso-aci-nasgor-nasi-dll-i.14375797.4347842589?sp_atk=1e2486c4-4fe4-49ba-92b2-80a40d93d985&xptdk=1e2486c4-4fe4-49ba-92b2-80a40d93d985,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,halal mui minyak cabai kg chili oil ekonomis jumbo utk dimsum ramen lamien mie bakso baso aci nasgor nasi dll
"[READY SIAP KIRIM] SAMBAL KOTA HOEDJAN : SAMBAL TERI, GABUS, PARU, JENGKOL, PETE, MELINJO, BAWANG, CUMI",40.000,10RB+ Terjual,KOTA BOGOR,https://shopee.co.id/-READY-SIAP-KIRIM-SAMBAL-KOTA-HOEDJAN-SAMBAL-TERI-GABUS-PARU-JENGKOL-PETE-MELINJO-BAWANG-CUMI-i.21122668.722130537?sp_atk=e5c547ff-91f8-4d7f-8d4b-50053a0412c2&xptdk=e5c547ff-91f8-4d7f-8d4b-50053a0412c2,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,ready kirim sambal kota hoedjan sambal teri gabus paru jengkol pete melinjo bawang cumi
(1 KARTON FULL) MINYAK GORENG UNTUK MEMASAK 12 LITER,174.000,323 Terjual,KAB. BANYUWANGI,https://shopee.co.id/(1-KARTON-FULL)-MINYAK-GORENG-UNTUK-MEMASAK-12-LITER-i.628003854.24512538264?sp_atk=fa6b1a7e-2ebc-4f95-8297-94c7b82ebe8b&xptdk=fa6b1a7e-2ebc-4f95-8297-94c7b82ebe8b,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,karton full minyak goreng masak liter
Sambal Cabe Rawit Balado 72 Super Pedas 300 ml,26.000,10RB+ Terjual,KOTA JAKARTA BARAT,https://shopee.co.id/Sambal-Cabe-Rawit-Balado-72-Super-Pedas-300-ml-i.573241543.13785081503?sp_atk=137420a2-3079-474f-8478-22a027e504ca&xptdk=137420a2-3079-474f-8478-22a027e504ca,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,sambal cabe rawit balado super pedas ml
1 KG / 1000GRM GULA AREN BUBUK ORGANIK PALM SUGAR GULA SEMUT ORGANIK,23.390,"4,1RB Terjual",KOTA TANGERANG SELATAN,https://shopee.co.id/1-KG-1000GRM-GULA-AREN-BUBUK-ORGANIK-PALM-SUGAR-GULA-SEMUT-ORGANIK-i.854870202.19942974641?sp_atk=aa425514-7115-4d30-b80e-3be14e175ccf&xptdk=aa425514-7115-4d30-b80e-3be14e175ccf,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,kg grm gula aren bubuk organik palm sugar gula semut organik
Nutrijell My Vla / fla instant,4.800,10RB+ Terjual,KOTA SURABAYA,https://shopee.co.id/Nutrijell-My-Vla-fla-instant-i.347563410.6567641692?sp_atk=71a3bb15-800c-4336-8095-71360eca437c&xptdk=71a3bb15-800c-4336-8095-71360eca437c,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,nutrijell my vla fla instant
Tepung Biang Premium Fried Chicken 1 kg,51.000,10RB+ Terjual,KOTA TANGERANG,https://shopee.co.id/Tepung-Biang-Premium-Fried-Chicken-1-kg-i.55729705.907514707?sp_atk=b3aa2084-187d-44c7-9b29-9f96e0e504cf&xptdk=b3aa2084-187d-44c7-9b29-9f96e0e504cf,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,tepung biang premium fried chicken kg
"SAMBAL ULUN 7 varian rasa (baby cumi,pete,mandai,telang,ayam suir,terasi,bawang)",10.000,10RB+ Terjual,KOTA BANJARBARU,https://shopee.co.id/SAMBAL-ULUN-7-varian-rasa-(baby-cumi-pete-mandai-telang-ayam-suir-terasi-bawang)-i.351147882.9202682543?sp_atk=9fe82e3e-d8a6-4141-b506-825a3d1aca8b&xptdk=9fe82e3e-d8a6-4141-b506-825a3d1aca8b,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,sambal ulun varian baby cumipetemandaitelangayam suirterasibawang
"[READY SIAP KIRIM] SAMBAL KOTA HOEDJAN : SAMBAL TERI, GABUS, PARU, JENGKOL, PETE, MELINJO, BAWANG, CUMI",40.000,10RB+ Terjual,KOTA BOGOR,https://shopee.co.id/-READY-SIAP-KIRIM-SAMBAL-KOTA-HOEDJAN-SAMBAL-TERI-GABUS-PARU-JENGKOL-PETE-MELINJO-BAWANG-CUMI-i.21122668.722130537?sp_atk=77a5a151-2d11-473b-86b1-5c110b912535&xptdk=77a5a151-2d11-473b-86b1-5c110b912535,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,ready kirim sambal kota hoedjan sambal teri gabus paru jengkol pete melinjo bawang cumi
Coklat bubuk BENSDORP 500 g / 1 Kg |PURE COCOA POWDER 100% ORI,56.000,10RB+ Terjual,KOTA TANGERANG,https://shopee.co.id/Coklat-bubuk-BENSDORP-500-g-1-Kg-PURE-COCOA-POWDER-100-ORI-i.119906746.3196754056?sp_atk=5613ffe7-19b9-4577-8a70-2978bcd9e055&xptdk=5613ffe7-19b9-4577-8a70-2978bcd9e055,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,coklat bubuk bensdorp g kg pure cocoa powder ori
EVOO CASA DI OLIVA | EXTRA VIRGIN OLIVE OIL | MINYAK MPASI | MINYAK ZAITUN MURNI,14.477,10RB+ Terjual,KOTA SURAKARTA (SOLO),https://shopee.co.id/EVOO-CASA-DI-OLIVA-EXTRA-VIRGIN-OLIVE-OIL-MINYAK-MPASI-MINYAK-ZAITUN-MURNI-i.480286489.13709287870?sp_atk=3b3552ee-e330-48a2-b6dc-dcaa8a462b25&xptdk=3b3552ee-e330-48a2-b6dc-dcaa8a462b25,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,evoo casa oliva extra virgin olive oil minyak mpasi minyak zaitun murni
Bumbu Marinasi Premium Fried Chicken 1 kg,51.000,10RB+ Terjual,KOTA TANGERANG,https://shopee.co.id/Bumbu-Marinasi-Premium-Fried-Chicken-1-kg-i.55729705.907595003?sp_atk=ae2bc7d8-60f4-4808-ba57-b0bfb0a8023a&xptdk=ae2bc7d8-60f4-4808-ba57-b0bfb0a8023a,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,bumbu marinasi premium fried chicken kg
Pewarna Makanan Koepoe Koepoe 30ml Biru Unggu Purple Hijau Kuning Tua Merah Cabe Orange Oranye,3.824,"1,8RB Terjual",KOTA TANGERANG,https://shopee.co.id/Pewarna-Makanan-Koepoe-Koepoe-30ml-Biru-Unggu-Purple-Hijau-Kuning-Tua-Merah-Cabe-Orange-Oranye-i.109689275.20386732227?sp_atk=04652e3f-71ee-45d5-84a7-9c9545c7dbd5&xptdk=04652e3f-71ee-45d5-84a7-9c9545c7dbd5,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,warna makan koepoe koepoe ml biru unggu purple hijau kuning tua merah cabe orange oranye
☘️ MUMTAAZZTORE ☘️ INDOFOOD Mi Mie Telur Cap 3 Ayam 200gr,4.500,10RB+ Terjual,KOTA JAKARTA PUSAT,https://shopee.co.id/☘️-MUMTAAZZTORE-☘️-INDOFOOD-Mi-Mie-Telur-Cap-3-Ayam-200gr-i.40571754.5167942873?sp_atk=64bc7a0b-0c47-4571-ac73-5839a5e94a59&xptdk=64bc7a0b-0c47-4571-ac73-5839a5e94a59,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,mumtaazztore indofood mi mie telur cap ayam gr
ABC Kecap Manis 925 gr (700ML + 225ML/ 35%),22.100,"5,7RB Terjual",KOTA BALIKPAPAN,https://shopee.co.id/ABC-Kecap-Manis-925-gr-(700ML-225ML-35-)-i.65323877.14452831080?sp_atk=86794453-3ee2-4cef-9634-f3b772f2348f&xptdk=86794453-3ee2-4cef-9634-f3b772f2348f,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,abc kecap manis gr ml ml
"KEWPIE Salad Dressing Wijen Sangrai, Thousand Island, Tomat Pedas, Mayonaise Sachet",4.950,10RB+ Terjual,KOTA TANGERANG SELATAN,https://shopee.co.id/KEWPIE-Salad-Dressing-Wijen-Sangrai-Thousand-Island-Tomat-Pedas-Mayonaise-Sachet-i.236469666.5853231904?sp_atk=1cdd1368-72f5-49c8-9f63-b4706a3c1e72&xptdk=1cdd1368-72f5-49c8-9f63-b4706a3c1e72,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,kewpie salad dressing wijen sangrai thousand island tomat pedas mayonaise sachet
Prima Agung Saus Mentai Keju Tartar Garlic Mayo Saos Instant Primayo,26.200,"2,3RB Terjual",KOTA SURABAYA,https://shopee.co.id/Prima-Agung-Saus-Mentai-Keju-Tartar-Garlic-Mayo-Saos-Instant-Primayo-i.347563410.23285701055?sp_atk=4e590c93-cc54-42ff-ae65-349abbb90008&xptdk=4e590c93-cc54-42ff-ae65-349abbb90008,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,prima agung saus mentai keju tartar garlic mayo saos instant primayo
Chili Oil Premium / Sambal Minyak / Minyak Cabai 185 ml / 185 gr,23.000,"3,2RB Terjual",KAB. BANDUNG,https://shopee.co.id/Chili-Oil-Premium-Sambal-Minyak-Minyak-Cabai-185-ml-185-gr-i.635937319.14429000826?sp_atk=8dd76946-58fb-4d0c-bb01-920418b83912&xptdk=8dd76946-58fb-4d0c-bb01-920418b83912,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,chili oil premium sambal minyak minyak cabai ml gr
HADIITAKI Beras Porang 1 KG - Shirataki/Konjac Rice,120.000,"2,2RB Terjual",KAB. SRAGEN,https://shopee.co.id/HADIITAKI-Beras-Porang-1-KG-Shirataki-Konjac-Rice-i.321820663.21793983181?sp_atk=1562f9db-9eb1-415a-8343-0d4649f02268&xptdk=1562f9db-9eb1-415a-8343-0d4649f02268,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,hadiitaki beras porang kg shiratakikonjac rice
SAMBAL BABY CUMI/SAMBEL CAKALANG/PETE/CABE IJO/TERI/BALADO/EBI/EXTRA HOT/KECAP PEDAS/AYAM SUWIR KEMASAN 120gram,17.850,10RB+ Terjual,KAB. BANDUNG,https://shopee.co.id/SAMBAL-BABY-CUMI-SAMBEL-CAKALANG-PETE-CABE-IJO-TERI-BALADO-EBI-EXTRA-HOT-KECAP-PEDAS-AYAM-SUWIR-KEMASAN-120gram-i.149224736.23531463513?sp_atk=8b36e580-1167-430f-9f01-3b781705a2e5&xptdk=8b36e580-1167-430f-9f01-3b781705a2e5,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,sambal baby cumisambel cakalangpetecabe ijoteribaladoebiextra hotkecap pedasayam suwir kemas gram
GULAKU GULA TEBU PREMIUM PUTIH 1 KG,16.000,"2,5RB Terjual",KOTA BANDUNG,https://shopee.co.id/GULAKU-GULA-TEBU-PREMIUM-PUTIH-1-KG-i.599791946.22170011977?sp_atk=12006683-895e-4ad0-8e49-19ab071de984&xptdk=12006683-895e-4ad0-8e49-19ab071de984,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,gula gula tebu premium putih kg
Bawang Goreng Bawang Ku,6.700,10RB+ Terjual,KOTA PROBOLINGGO,https://shopee.co.id/Bawang-Goreng-Bawang-Ku-i.116758709.4414481272?sp_atk=8ec94736-4bb0-493a-afb1-1680b90cd57b&xptdk=8ec94736-4bb0-493a-afb1-1680b90cd57b,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,bawang goreng bawang ku
Mazola canola oil 450ml Lemak Tambahan MPASI,52.000,10RB+ Terjual,KOTA DEPOK,https://shopee.co.id/Mazola-canola-oil-450ml-Lemak-Tambahan-MPASI-i.3343006.7219192481?sp_atk=ed4d6844-00e8-4784-84fd-60dec1aae56f&xptdk=ed4d6844-00e8-4784-84fd-60dec1aae56f,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,mazola canola oil ml lemak tambah mpasi
Sambal Cumi Asin/Pete/Bajak Ebi/Teri Medan Sambel Mr.Crispy,29.900,10RB+ Terjual,KOTA JAKARTA BARAT,https://shopee.co.id/Sambal-Cumi-Asin-Pete-Bajak-Ebi-Teri-Medan-Sambel-Mr.Crispy-i.239139865.9643085048?sp_atk=c40963eb-9c93-428b-b3db-e9c15a062bb5&xptdk=c40963eb-9c93-428b-b3db-e9c15a062bb5,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,sambal cumi asinpetebajak ebiteri medan sambel mrcrispy
BAWANG GORENG 1KG SIAP SAJI,31.000,10RB+ Terjual,KAB. BEKASI,https://shopee.co.id/BAWANG-GORENG-1KG-SIAP-SAJI-i.21880650.16821717696?sp_atk=91c4407e-b348-4b37-9ac2-bc0bc932c7f4&xptdk=91c4407e-b348-4b37-9ac2-bc0bc932c7f4,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,bawang goreng kg saji
KATSUOBUSHI Shaved Bonito Flakes Halal / Katsuo Bushi Serutan Ikan Cakalang Asap Serut,9.500,10RB+ Terjual,KOTA SURABAYA,https://shopee.co.id/KATSUOBUSHI-Shaved-Bonito-Flakes-Halal-Katsuo-Bushi-Serutan-Ikan-Cakalang-Asap-Serut-i.153969382.4358978542?sp_atk=5e893197-23d1-474b-9b5e-a4a64c95d013&xptdk=5e893197-23d1-474b-9b5e-a4a64c95d013,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,katsuobushi shaved bonito flakes halal katsuo bushi serut ikan cakalang asap serut
Mi lidi mentah mie lidi mentah 1kg,14.500,10RB+ Terjual,KAB. GRESIK,https://shopee.co.id/Mi-lidi-mentah-mie-lidi-mentah-1kg-i.33759271.10950568524?sp_atk=a3f9aba0-6799-468c-be99-8cc41007286d&xptdk=a3f9aba0-6799-468c-be99-8cc41007286d,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,mi lidi mentah mie lidi mentah kg
BUMBU TABUR INSTANT / BUMBU MASAK / BUMBU MASAKAN / BUMBU TABUR ANEKA RASA SERBA GUNA ANTAKA 100 GR,5.400,10RB+ Terjual,KOTA BANDUNG,https://shopee.co.id/BUMBU-TABUR-INSTANT-BUMBU-MASAK-BUMBU-MASAKAN-BUMBU-TABUR-ANEKA-RASA-SERBA-GUNA-ANTAKA-100-GR-i.12984713.2831737734?sp_atk=37271108-bcb6-4a84-91ef-e0d213bedf13&xptdk=37271108-bcb6-4a84-91ef-e0d213bedf13,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,bumbu tabur instant bumbu masak bumbu masakan bumbu tabur aneka serba antaka gr
☘️MUMTAAZZTORE☘️ INDOFOOD Mi Instan Mie Sakura 60gr | PER 1 PCS,1.790,10RB+ Terjual,KOTA JAKARTA PUSAT,https://shopee.co.id/☘️MUMTAAZZTORE☘️-INDOFOOD-Mi-Instan-Mie-Sakura-60gr-PER-1-PCS-i.40571754.13901104274?sp_atk=b63c9e38-69b6-4c4b-b673-963a050f715a&xptdk=b63c9e38-69b6-4c4b-b673-963a050f715a,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,mumtaazztore indofood mi instan mie sakura gr pcs
REMPAH BUBUK MURNI - HERBS [ BUMBU DAPUR - ALL VARIAN ] / Bumbu Masak / BUMBUTIGER,7.000,10RB+ Terjual,KAB. BANDUNG,https://shopee.co.id/REMPAH-BUBUK-MURNI-HERBS-BUMBU-DAPUR-ALL-VARIAN-Bumbu-Masak-BUMBUTIGER-i.375886728.9722511880?sp_atk=9cf651f4-8fce-40a9-ad4b-b367a672dff5&xptdk=9cf651f4-8fce-40a9-ad4b-b367a672dff5,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,rempah bubuk murni herbs bumbu dapur all varian bumbu masak bumbutiger
minyak wijen saus raja rasa kecap asin kecap ikan saus tiram saos tiram  bunga matahari kecap inggris saus inggris sinar mentari kecap manis dua burung kecap manis sachet dua burung 150 ml halal kecap manis mliwis 140ml,10.550,10RB+ Terjual,KOTA SEMARANG,https://shopee.co.id/minyak-wijen-saus-raja-rasa-kecap-asin-kecap-ikan-saus-tiram-saos-tiram-bunga-matahari-kecap-inggris-saus-inggris-sinar-mentari-kecap-manis-dua-burung-kecap-manis-sachet-dua-burung-150-ml-halal-kecap-manis-mliwis-140ml-i.13151877.5546790608?sp_atk=6748e4c2-3fef-4778-a2a4-20447e38dbd0&xptdk=6748e4c2-3fef-4778-a2a4-20447e38dbd0,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,minyak wijen saus raja kecap asin kecap ikan saus tiram saos tiram bunga matahari kecap inggris saus inggris sinar mentari kecap manis burung kecap manis sachet burung ml halal kecap manis mliwis ml
{JATIM} SUNCO KEMASAN 2L 1DUS (6 POUCH),214.000,"2,3RB Terjual",KAB. BANYUWANGI,https://shopee.co.id/-JATIM-SUNCO-KEMASAN-2L-1DUS-(6-POUCH)-i.501369548.23788008418?sp_atk=6854c951-f453-4f44-8fef-35df79f0dd66&xptdk=6854c951-f453-4f44-8fef-35df79f0dd66,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,jatim sunco kemas l dus pouch
BUMBU NGO HIANG BUBUK (23gr),11.000,10RB+ Terjual,KOTA JAKARTA UTARA,https://shopee.co.id/BUMBU-NGO-HIANG-BUBUK-(23gr)-i.59512712.989199853?sp_atk=9a8f3f4c-8142-46f6-8e64-2ecf6d48a337&xptdk=9a8f3f4c-8142-46f6-8e64-2ecf6d48a337,https://shopee.co.id/Bahan-Pokok-cat.11043451.11043467,bumbu ngo hiang bubuk gr
